 Secondi;UTC;Lan;Lon;SOP;COG;Alt1;Int_temp;Ext_temp;Ext_press;Alt2;Ext_um;O3;CO2_raw;CO2_el2
7740;13:57:30;42 12.24908 N;014 00.87702 E;76,00;155,85;9855,70;2,00;-44,90;28.272;9738,84;0,00;0,99;358,54;399,43
7742;13:57:32;42 12.23258 N;014 00.88817 E;54,00;143,86;9842,80;2,00;-44,70;28.308;9736,51;0,00;0,99;355,12;399,27
7744;13:57:34;42 12.21843 N;014 00.90674 E;79,20;136,00;9830,20;2,00;-44,69;28.365;9719,76;0,00;0,98;354,95;399,25
7746;13:57:36;42 12.19838 N;014 00.92463 E;76,20;154,91;9817,10;2,00;-44,51;28.455;9700,36;0,00;0,98;351,89;399,11
7748;13:57:38;42 12.18221 N;014 00.93657 E;54,10;141,84;9804,30;2,13;-44,38;28.481;9698,08;0,00;0,97;349,69;399,00
7750;13:57:40;42 12.16862 N;014 00.95601 E;78,60;132,93;9790,80;2,13;-44,35;28.535;9683,17;0,00;0,97;349,19;398,97
7752;13:57:42;42 12.14890 N;014 00.97556 E;78,70;152,68;9777,80;2,00;-44,17;28.615;9666,87;0,00;0,96;346,17;398,82
7754;13:57:44;42 12.13231 N;014 00.98772 E;54,30;142,95;9764,90;2,00;-44,09;28.656;9658,01;0,00;0,95;344,84;398,75
7756;13:57:46;42 12.11914 N;014 01.00651 E;75,50;131,93;9751,50;2,00;-44,04;28.715;9642,55;0,00;0,95;344,01;398,71
7758;13:57:48;42 12.09996 N;014 01.02658 E;80,60;151,35;9738,50;2,00;-43,83;28.790;9629,10;0,00;0,94;340,54;398,54
7760;13:57:50;42 12.08240 N;014 01.03821 E;54,00;148,95;9725,30;2,00;;;;;;;398,54
7762;13:57:52;42 12.06905 N;014 01.05526 E;73,20;132,96;9712,40;2,00;-43,79;28.832;9618,32;0,00;0,93;339,88;398,54
7764;13:57:54;42 12.04979 N;014 01.07475 E;81,40;152,07;9700,00;2,00;-43,73;28.888;9604,25;0,00;0,93;356,95;399,34
7766;13:57:56;42 12.03174 N;014 01.08605 E;55,20;153,44;9686,90;2,00;-43,53;28.962;9590,76;0,00;0,92;335,64;398,33
7768;13:57:58;42 12.01856 N;014 01.10208 E;70,50;132,49;9674,10;2,00;-43,48;29.004;9580,46;0,00;0,91;352,66;399,13
7770;13:58:00;42 11.99984 N;014 01.12207 E;82,80;150,08;9661,50;2,13;-43,43;29.066;9564,30;0,00;0,90;334,02;398,25
7772;13:58:02;42 11.98073 N;014 01.13389 E;59,00;155,43;9648,30;2,00;-43,20;29.133;9554,18;0,00;0,90;330,32;398,07
7774;13:58:04;42 11.96741 N;014 01.14881 E;66,10;131,25;9635,70;2,00;-43,11;29.175;9545,60;0,00;0,89;346,40;398,82
7776;13:58:06;42 11.94979 N;014 01.17015 E;85,60;145,60;9623,20;2,00;-43,07;29.232;9530,58;0,00;0,89;345,73;398,78
7778;13:58:08;42 11.93038 N;014 01.18358 E;61,70;154,90;9610,30;2,00;-42,87;29.295;9520,45;0,00;0,88;342,39;398,62
7780;13:58:10;42 11.91686 N;014 01.19882 E;67,80;132,94;9598,90;2,00;-42,83;29.342;9508,39;0,00;0,88;341,72;398,59
7782;13:58:12;42 11.89834 N;014 01.21913 E;86,40;149,11;9586,70;2,00;-42,72;29.425;9488,77;0,00;0,86;339,90;398,50
7784;13:58:14;42 11.87843 N;014 01.23147 E;60,50;156,89;9574,40;2,00;-42,56;29.465;9483,74;0,00;0,86;337,27;398,37
7786;13:58:16;42 11.86460 N;014 01.24602 E;65,30;132,46;9561,80;2,00;-42,52;29.515;9470,88;0,00;0,85;336,62;398,33
7788;13:58:18;42 11.84702 N;014 01.26692 E;85,70;145,55;9549,40;2,00;-42,40;29.597;9452,08;0,00;0,85;334,66;398,23
7790;13:58:20;42 11.82671 N;014 01.27951 E;62,10;158,38;9537,90;2,00;-42,26;29.626;9449,43;0,00;0,84;332,39;398,12
7792;13:58:22;42 11.81274 N;014 01.29261 E;62,20;135,04;9524,90;2,00;;;;;;;398,12
7794;13:58:24;42 11.79502 N;014 01.31206 E;84,10;148,08;9513,30;2,00;-42,26;29.678;9434,43;0,00;0,83;332,39;398,12
7796;13:58:26;42 11.77485 N;014 01.32350 E;59,80;161,72;9501,90;2,13;-42,10;29.766;9415,63;0,00;0,83;329,81;398,00
7798;13:58:28;42 11.76152 N;014 01.33517 E;56,80;135,59;9489,10;2,00;-42,01;29.800;9409,53;0,00;0,83;328,36;397,92
7800;13:58:30;42 11.74526 N;014 01.35346 E;78,80;147,58;9476,40;2,13;-42,03;29.854;9393,23;0,00;0,82;345,89;398,74
7802;13:58:32;42 11.72575 N;014 01.36390 E;60,10;165,37;9463,70;1,88;-41,85;29.936;9377,08;0,42;0,82;342,64;398,58
7804;13:58:34;42 11.71268 N;014 01.37326 E;50,50;137,32;9450,90;2,00;-41,78;29.978;9367,92;0,00;0,80;341,70;398,54
7806;13:58:36;42 11.69758 N;014 01.39060 E;76,50;146,30;9439,30;2,00;-41,78;30.033;9352,24;0,00;0,80;341,70;398,53
7808;13:58:38;42 11.67842 N;014 01.40158 E;59,20;164,35;9427,20;2,00;-41,62;30.110;9336,80;1,38;0,80;338,31;398,37
7810;13:58:40;42 11.66566 N;014 01.40990 E;45,30;138,62;9414,50;2,00;-41,55;30.148;9328,83;0,61;0,78;337,56;398,33
7812;13:58:42;42 11.65259 N;014 01.42676 E;71,90;139,54;9402,00;1,88;-41,52;30.207;9313,32;0,86;0,78;336,93;398,29
7814;13:58:44;42 11.63389 N;014 01.44009 E;66,40;161,07;9388,70;2,00;-41,38;30.277;9299,14;2,27;0,77;333,89;398,14
7816;13:58:46;42 11.62002 N;014 01.44752 E;41,40;144,42;9376,50;1,88;-41,28;30.319;9291,29;1,62;0,77;332,60;398,08
7818;13:58:48;42 11.60878 N;014 01.46291 E;66,20;134,80;9364,60;2,00;-41,26;30.375;9276,31;1,82;0,77;332,17;398,05
7820;13:58:50;42 11.59138 N;014 01.47787 E;66,80;157,65;9352,30;2,00;-41,10;30.463;9257,96;3,54;0,76;328,68;397,88
7822;13:58:52;42 11.57675 N;014 01.48467 E;40,20;156,13;9339,40;1,88;-41,03;30.492;9252,61;2,63;0,75;328,02;397,85
7824;13:58:54;42 11.56716 N;014 01.49665 E;54,60;129,67;9327,30;2,00;;;;;;;397,85
7826;13:58:56;42 11.55186 N;014 01.51288 E;68,90;152,39;9315,20;2,00;-40,99;30.551;9237,67;2,98;0,74;327,20;397,85
7828;13:58:58;42 11.53583 N;014 01.52096 E;44,40;160,11;9302,60;2,00;-40,83;30.633;9221,10;4,51;0,73;323,85;397,68
7830;13:59:00;42 11.52615 N;014 01.53208 E;51,10;128,29;9290,50;1,88;-40,74;30.669;9214,62;3,50;0,72;322,94;397,64
7832;13:59:02;42 11.51207 N;014 01.54901 E;67,60;148,06;9278,30;2,00;-40,73;30.727;9198,85;3,57;0,72;339,36;398,40
7834;13:59:04;42 11.49645 N;014 01.55805 E;44,40;160,33;9265,90;2,13;-40,54;30.804;9184,95;5,05;0,71;335,41;398,21
7836;13:59:06;42 11.48717 N;014 01.56921 E;49,30;124,79;9254,00;2,00;-40,49;30.843;9176,10;4,57;0,70;334,85;398,18
7838;13:59:08;42 11.47456 N;014 01.58675 E;66,80;143,79;9242,30;2,00;-40,42;30.900;9163,06;4,86;0,70;333,54;398,11
7840;13:59:10;42 11.46040 N;014 01.59655 E;40,60;155,97;9230,20;2,00;-40,24;30.966;9151,88;5,35;0,70;330,33;397,96
7842;13:59:12;42 11.45188 N;014 01.60798 E;49,90;124,77;9218,60;2,00;-40,19;31.008;9142,24;5,51;0,70;329,43;397,91
7844;13:59:14;42 11.43863 N;014 01.62380 E;60,10;149,99;9207,10;2,00;-40,04;31.085;9126,90;6,34;0,67;326,56;397,77
7846;13:59:16;42 11.42674 N;014 01.63273 E;36,50;140,34;9195,80;1,88;-39,96;31.114;9122,05;6,03;0,68;325,44;397,71
7848;13:59:18;42 11.41721 N;014 01.64810 E;60,80;132,06;9184,90;1,88;-39,92;31.167;9109,04;6,37;0,67;324,61;397,67
7850;13:59:20;42 11.40288 N;014 01.66196 E;51,60;154,52;9173,80;2,00;-39,72;31.238;9097,36;6,63;0,68;321,28;397,51
7852;13:59:22;42 11.39352 N;014 01.67169 E;38,50;123,52;9162,40;2,00;-39,71;31.281;9085,97;6,81;0,66;321,03;397,49
7854;13:59:24;42 11.38433 N;014 01.68910 E;62,40;133,00;9151,00;2,00;-39,63;31.366;9065,85;7,14;0,66;319,59;397,42
7856;13:59:26;42 11.37023 N;014 01.70182 E;48,00;155,38;9139,40;2,00;;;;;;;397,42
7858;13:59:28;42 11.36160 N;014 01.71160 E;39,40;120,35;9127,50;1,88;-39,44;31.400;9063,94;7,24;0,65;316,54;397,42
7860;13:59:30;42 11.35212 N;014 01.72934 E;64,10;134,35;9115,90;2,00;-39,41;31.454;9050,39;7,35;0,63;316,01;397,39
7862;13:59:32;42 11.33857 N;014 01.74160 E;42,90;151,89;9104,90;2,00;-39,24;31.538;9034,12;8,92;0,64;312,56;397,22
7864;13:59:34;42 11.33069 N;014 01.75355 E;48,00;119,23;9093,30;2,00;-39,17;31.561;9030,58;7,77;0,63;312,05;397,19
7866;13:59:36;42 11.31901 N;014 01.77118 E;61,80;143,11;9082,20;2,00;-39,13;31.620;9016,13;7,88;0,60;311,38;397,16
7868;13:59:38;42 11.30676 N;014 01.78157 E;37,60;143,11;9071,10;2,00;-38,94;31.679;9007,47;8,21;0,62;308,28;397,00
7870;13:59:40;42 11.29864 N;014 01.79687 E;58,30;123,57;9059,60;2,00;-38,91;31.730;8994,83;8,20;0,60;307,83;396,98
7872;13:59:42;42 11.28510 N;014 01.81389 E;59,20;147,71;9047,90;2,00;-38,77;31.814;8977,55;9,46;0,59;305,06;396,84
7874;13:59:44;42 11.27446 N;014 01.82438 E;37,80;126,96;9036,50;2,00;-38,67;31.831;8976,80;8,48;0,59;304,03;396,79
7876;13:59:46;42 11.26572 N;014 01.84235 E;63,50;129,18;9025,30;2,00;-38,64;31.897;8960,19;8,57;0,60;318,91;397,48
7878;13:59:48;42 11.25174 N;014 01.85765 E;52,90;149,48;9013,70;2,00;-38,46;31.968;8948,01;8,59;0,57;316,05;397,34
7880;13:59:50;42 11.24254 N;014 01.86896 E;42,40;120,43;9002,40;2,00;-38,41;32.004;8940,27;8,75;0,58;315,17;397,30
7882;13:59:52;42 11.23326 N;014 01.88773 E;64,00;132,90;8992,00;2,00;-38,25;32.079;8926,29;9,04;0,55;312,52;397,17
7884;13:59:54;42 11.22096 N;014 01.90026 E;40,70;145,02;8981,20;2,00;-38,13;32.116;8920,96;8,93;0,56;310,70;397,08
7886;13:59:56;42 11.21375 N;014 01.91434 E;51,20;115,09;8969,20;2,00;-38,08;32.165;8909,78;9,01;0,56;309,89;397,03
7888;13:59:58;42 11.20251 N;014 01.93376 E;62,80;138,92;8958,50;2,00;;;;;;;397,03
7890;14:00:00;42 11.19028 N;014 01.94538 E;38,20;140,45;8947,40;2,00;-37,92;32.240;8895,87;10,34;0,55;306,73;397,03
7892;14:00:02;42 11.18338 N;014 01.96111 E;57,20;115,63;8936,20;2,00;-37,83;32.278;8889,16;9,04;0,55;306,02;396,99
7894;14:00:04;42 11.17130 N;014 01.98064 E;63,10;140,77;8925,60;2,00;-37,81;32.337;8874,25;9,09;0,52;305,69;396,97
7896;14:00:06;42 11.16028 N;014 01.99245 E;36,70;130,50;8915,10;2,00;-37,58;32.396;8867,27;9,12;0,54;302,17;396,80
7898;14:00:08;42 11.15302 N;014 02.01006 E;63,30;121,59;8904,20;2,00;-37,53;32.440;8857,51;9,11;0,53;301,42;396,76
7900;14:00:10;42 11.14011 N;014 02.02678 E;52,10;145,42;8893,80;2,00;-37,37;32.505;8846,34;10,11;0,51;298,50;396,62
7902;14:00:12;42 11.13151 N;014 02.03999 E;46,40;116,13;8882,90;2,00;-37,29;32.540;8840,09;9,12;0,52;297,80;396,58
7904;14:00:14;42 11.12184 N;014 02.06041 E;66,20;129,92;8871,70;2,00;-37,26;32.598;8825,93;9,13;0,51;297,35;396,56
7906;14:00:16;42 11.10948 N;014 02.07499 E;42,70;138,73;8861,20;2,00;-37,05;32.655;8818,78;9,11;0,51;294,24;396,40
7908;14:00:18;42 11.10194 N;014 02.09151 E;58,90;117,64;8850,80;2,00;-37,00;32.700;8808,82;8,94;0,48;293,59;396,37
7910;14:00:20;42 11.08993 N;014 02.11025 E;58,10;141,39;8840,10;2,13;-36,82;32.768;8797,68;9,61;0,50;290,61;396,22
7912;14:00:22;42 11.08033 N;014 02.12436 E;46,60;117,97;8829,30;2,00;-36,76;32.808;8789,43;8,82;0,49;290,12;396,19
7914;14:00:24;42 11.07075 N;014 02.14482 E;67,40;130,37;8818,70;1,88;-36,64;32.880;8775,05;9,01;0,46;288,28;396,10
7916;14:00:26;42 11.05846 N;014 02.16007 E;44,90;135,74;8808,40;2,00;-36,55;32.909;8770,82;8,68;0,46;287,14;396,04
7918;14:00:28;42 11.05062 N;014 02.17763 E;61,90;118,91;8797,90;2,00;-36,49;32.963;8758,94;8,59;0,48;272,51;395,35
7920;14:00:30;42 11.03814 N;014 02.19664 E;57,60;140,67;8787,20;2,00;;;;;;;395,35
7922;14:00:32;42 11.02890 N;014 02.21079 E;46,70;116,99;8776,40;2,13;-36,31;33.021;8750,50;8,62;0,46;270,04;395,35
7924;14:00:34;42 11.01938 N;014 02.23147 E;68,30;129,53;8766,30;2,00;-36,29;33.063;8740,30;8,37;0,42;269,88;395,34
7926;14:00:36;42 11.00672 N;014 02.24719 E;46,50;138,21;8756,10;2,00;-36,11;33.135;8728,24;9,00;0,46;267,15;395,20
7928;14:00:38;42 10.99854 N;014 02.26462 E;61,60;117,89;8745,10;2,00;-36,05;33.171;8721,10;8,11;0,43;280,26;395,81
7930;14:00:40;42 10.98629 N;014 02.28408 E;58,90;139,06;8734,70;2,13;-35,93;33.257;8703,25;8,12;0,41;278,57;395,73
7932;14:00:42;42 10.97681 N;014 02.29962 E;51,70;117,57;8724,60;2,00;-35,84;33.278;8701,12;7,80;0,40;277,46;395,67
7934;14:00:44;42 10.96621 N;014 02.32038 E;65,80;133,13;8714,30;2,00;-35,78;33.345;8686,01;7,68;0,43;276,68;395,63
7936;14:00:46;42 10.95519 N;014 02.33670 E;49,00;123,12;8704,20;2,00;-35,60;33.378;8684,09;7,57;0,41;274,22;395,51
7938;14:00:48;42 10.94583 N;014 02.35777 E;68,30;125,22;8694,00;2,00;-35,59;33.437;8669,26;7,41;0,41;274,16;395,50
7940;14:00:50;42 10.93361 N;014 02.37557 E;49,50;132,56;8683,40;2,13;-35,39;33.478;8666,01;7,21;0,39;271,50;395,37
7942;14:00:52;42 10.92521 N;014 02.39473 E;64,40;118,41;8673,10;2,00;-35,37;33.539;8651,07;6,84;0,38;271,40;395,36
7944;14:00:54;42 10.91348 N;014 02.41436 E;56,20;136,53;8662,90;2,13;-35,20;33.603;8640,84;7,00;0,39;269,00;395,24
7946;14:00:56;42 10.90526 N;014 02.43026 E;49,90;111,11;8651,90;2,00;-35,17;33.643;8631,69;6,73;0,36;268,71;395,22
7948;14:00:58;42 10.89678 N;014 02.45264 E;69,70;125,35;8641,10;2,00;-35,15;33.725;8611,46;6,55;0,37;268,53;395,21
7950;14:01:00;42 10.88489 N;014 02.46971 E;46,00;134,81;8629,80;2,13;-34,98;33.762;8608,17;6,35;0,38;266,32;395,10
7952;14:01:02;42 10.87867 N;014 02.48639 E;54,90;107,43;8618,30;2,00;;;;;;;395,10
7954;14:01:04;42 10.86967 N;014 02.50946 E;67,80;128,12;8607,30;2,13;-34,95;33.822;8593,97;6,16;0,35;266,00;395,10
7956;14:01:06;42 10.85976 N;014 02.52558 E;41,50;120,39;8596,80;2,13;-34,78;33.893;8582,04;6,15;0,36;263,72;394,99
7958;14:01:08;42 10.85329 N;014 02.54496 E;61,90;117,90;8586,60;2,13;-34,75;33.928;8574,24;5,96;0,35;263,41;394,97
7960;14:01:10;42 10.84326 N;014 02.56258 E;45,10;127,57;8576,00;2,00;-34,59;33.996;8562,74;6,03;0,32;261,25;394,86
7962;14:01:12;42 10.83697 N;014 02.58032 E;57,60;113,42;8565,50;2,13;-34,55;34.032;8555,06;5,79;0,33;260,83;394,83
7964;14:01:14;42 10.82718 N;014 02.59897 E;50,10;130,38;8555,00;2,13;-34,41;34.118;8538,34;5,86;0,33;258,95;394,74
7966;14:01:16;42 10.82086 N;014 02.61448 E;46,50;108,05;8543,90;2,13;-34,36;34.149;8532,30;5,71;0,31;245,90;394,12
7968;14:01:18;42 10.81377 N;014 02.63517 E;61,30;125,31;8533,40;2,00;-34,29;34.205;8520,69;5,66;0,29;257,47;394,66
7970;14:01:20;42 10.80432 N;014 02.65025 E;39,70;125,79;8522,50;2,13;-34,14;34.259;8512,45;5,61;0,33;255,53;394,56
7972;14:01:22;42 10.79810 N;014 02.66810 E;57,80;116,93;8511,60;2,13;-34,08;34.309;8502,02;5,56;0,28;254,78;394,52
7974;14:01:24;42 10.78910 N;014 02.68507 E;43,60;126,05;8502,00;2,00;-33,94;34.362;8493,69;5,45;0,29;253,02;394,43
7976;14:01:26;42 10.78265 N;014 02.70305 E;57,40;116,45;8491,60;2,13;-33,89;34.419;8481,18;5,30;0,29;252,44;394,40
7978;14:01:28;42 10.77340 N;014 02.72011 E;44,00;129,62;8481,50;2,13;-33,75;34.474;8472,38;5,19;0,28;250,70;394,31
7980;14:01:30;42 10.76752 N;014 02.73701 E;55,10;109,84;8470,90;2,13;-33,72;34.525;8460,70;5,04;0,30;250,39;394,29
7982;14:01:32;42 10.75869 N;014 02.75578 E;49,60;131,26;8460,60;2,13;-33,56;34.582;8452,13;4,93;0,24;248,40;394,20
7984;14:01:34;42 10.75255 N;014 02.77110 E;47,20;106,84;8449,70;2,13;;;;;;;394,20
7986;14:01:36;42 10.74491 N;014 02.79079 E;57,00;128,39;8439,50;2,13;-33,54;34.635;8439,63;4,66;0,23;248,27;394,20
7988;14:01:38;42 10.73713 N;014 02.80450 E;36,20;115,08;8429,00;2,13;-33,39;34.699;8429,00;4,64;0,24;246,38;394,10
7990;14:01:40;42 10.73151 N;014 02.82269 E;57,80;118,21;8417,20;2,13;-33,37;34.746;8418,03;4,40;0,27;246,24;394,09
7992;14:01:42;42 10.72260 N;014 02.83806 E;37,10;128,92;8407,10;2,13;-33,24;34.818;8404,74;4,39;0,21;244,62;394,01
7994;14:01:44;42 10.71759 N;014 02.85404 E;53,00;111,87;8396,50;2,25;-33,22;34.861;8394,81;4,11;0,22;244,49;394,00
7996;14:01:46;42 10.70874 N;014 02.87092 E;45,30;132,91;8385,60;2,25;-33,08;34.950;8377,71;4,93;0,23;242,39;393,89
7998;14:01:48;42 10.70343 N;014 02.88541 E;46,40;103,82;8374,90;2,25;-33,04;34.975;8372,95;3,85;0,20;242,37;393,88
8000;14:01:50;42 10.69634 N;014 02.90518 E;55,30;127,25;8364,20;2,25;-32,97;35.054;8355,94;3,81;0,21;241,53;393,84
8002;14:01:52;42 10.68900 N;014 02.91931 E;38,60;110,62;8353,50;2,25;-32,87;35.088;8351,05;3,62;0,22;240,38;393,78
8004;14:01:54;42 10.68298 N;014 02.93833 E;58,20;120,01;8342,10;2,13;-32,85;35.152;8336,04;3,42;0,20;240,22;393,77
8006;14:01:56;42 10.67397 N;014 02.95377 E;38,00;127,63;8330,70;2,13;-32,69;35.207;8328,11;3,42;0,20;238,26;393,67
8008;14:01:58;42 10.66930 N;014 02.97027 E;55,00;108,49;8320,00;2,13;-32,68;35.272;8312,55;3,28;0,20;226,72;393,12
8010;14:02:00;42 10.66045 N;014 02.98955 E;51,00;131,66;8308,90;2,25;-32,51;35.347;8300,11;3,43;0,18;236,07;393,55
8012;14:02:02;42 10.65412 N;014 03.00327 E;40,20;105,07;8297,00;2,25;-32,49;35.397;8288,61;2,96;0,18;236,04;393,55
8014;14:02:04;42 10.64870 N;014 03.02358 E;61,20;117,65;8285,30;2,25;-32,42;35.479;8271,07;2,95;0,20;235,20;393,50
8016;14:02:06;42 10.63924 N;014 03.03983 E;40,10;131,41;8273,90;2,38;;;;;;;393,50
8018;14:02:08;42 10.63428 N;014 03.05583 E;53,30;106,71;8262,80;2,25;-32,31;35.518;8265,37;2,76;0,13;233,96;393,50
8020;14:02:10;42 10.62579 N;014 03.07494 E;50,90;130,78;8251,40;2,25;-32,29;35.582;8250,54;2,63;0,13;222,51;392,96
8022;14:02:12;42 10.61948 N;014 03.08938 E;42,20;105,57;8239,60;2,25;-32,13;35.642;8241,49;2,60;0,15;231,88;393,39
8024;14:02:14;42 10.61340 N;014 03.11026 E;61,90;120,49;8228,40;2,25;-32,10;35.701;8228,25;2,35;0,17;220,47;392,85
8026;14:02:16;42 10.60483 N;014 03.12646 E;39,70;119,47;8217,30;2,38;-31,95;35.769;8216,96;2,41;0,14;229,84;393,29
8028;14:02:18;42 10.59967 N;014 03.14596 E;62,10;111,78;8205,50;2,25;-31,93;35.822;8204,87;2,23;0,13;229,68;393,27
8030;14:02:20;42 10.59093 N;014 03.16517 E;46,40;124,58;8194,30;2,25;-31,79;35.893;8192,56;2,29;0,10;228,01;393,19
8032;14:02:22;42 10.58582 N;014 03.18385 E;59,10;106,56;8183,30;2,25;-31,80;35.948;8179,01;2,13;0,13;228,19;393,19
8034;14:02:24;42 10.57688 N;014 03.20574 E;59,20;128,70;8171,30;2,38;-31,75;36.047;8157,00;2,20;0,13;227,58;393,16
8036;14:02:26;42 10.56888 N;014 03.22162 E;44,70;111,43;8159,20;2,25;-31,77;36.077;8149,16;2,27;0,14;227,78;393,16
8038;14:02:28;42 10.56176 N;014 03.24302 E;66,50;120,83;8146,40;2,13;-31,77;36.144;8133,17;2,50;0,13;227,68;393,15
8040;14:02:30;42 10.55061 N;014 03.26040 E;45,60;132,94;8135,30;2,38;-31,69;36.207;8120,87;2,98;0,13;237,84;393,62
8042;14:02:32;42 10.54368 N;014 03.27763 E;58,10;113,99;8123,80;2,38;-31,72;36.269;8105,13;3,40;0,14;238,02;393,62
8044;14:02:34;42 10.53253 N;014 03.29743 E;56,90;136,75;8112,50;2,38;-31,62;36.343;8090,93;4,14;0,13;248,08;394,09
8046;14:02:36;42 10.52391 N;014 03.31230 E;47,10;114,58;8100,20;2,25;-31,65;36.400;8076,44;4,68;0,13;248,21;394,09
8048;14:02:38;42 10.51479 N;014 03.33300 E;65,40;129,30;8088,30;2,38;;;;;;;394,09
8050;14:02:40;42 10.50373 N;014 03.34827 E;43,50;130,54;8076,10;2,38;-31,54;36.485;8060,04;5,60;0,13;246,38;394,09
8052;14:02:42;42 10.49647 N;014 03.36670 E;62,50;117,84;8063,80;2,38;-31,54;36.530;8049,44;6,09;0,13;246,16;394,08
8054;14:02:44;42 10.48478 N;014 03.38531 E;52,80;138,22;8052,20;2,38;-31,46;36.622;8030,46;6,85;0,13;244,79;394,01
8056;14:02:46;42 10.47689 N;014 03.40025 E;48,50;112,59;8039,20;2,38;-31,37;36.676;8020,77;7,54;0,13;243,34;393,93
8058;14:02:48;42 10.46818 N;014 03.42158 E;66,80;127,52;8026,70;2,38;-31,36;36.740;8006,10;8,13;0,13;242,94;393,91
8060;14:02:50;42 10.45561 N;014 03.43759 E;48,10;140,05;8012,70;2,25;-31,27;36.848;7983,83;8,80;0,13;241,51;393,83
8062;14:02:52;42 10.44776 N;014 03.45175 E;49,10;113,98;7999,30;2,38;-31,20;36.886;7977,28;9,42;0,13;251,97;394,32
8064;14:02:54;42 10.43826 N;014 03.47123 E;57,40;131,37;7987,30;2,25;-31,13;36.975;7958,86;10,22;0,13;250,68;394,25
8066;14:02:56;42 10.42914 N;014 03.48656 E;45,50;121,02;7974,70;2,38;-31,01;37.016;7953,28;10,81;0,13;248,85;394,16
8068;14:02:58;42 10.42041 N;014 03.50533 E;60,00;128,39;7963,30;2,38;-30,92;37.099;7936,97;11,58;0,13;247,33;394,08
8070;14:03:00;42 10.41060 N;014 03.52154 E;49,20;123,64;7951,50;2,50;-30,83;37.142;7929,95;11,99;0,13;257,69;394,56
8072;14:03:02;42 10.40032 N;014 03.53924 E;57,30;134,52;7939,50;2,38;-30,76;37.248;7907,72;12,59;0,13;256,46;394,50
8074;14:03:04;42 10.38965 N;014 03.55299 E;42,30;133,20;7926,70;2,38;-30,65;37.282;7903,46;13,11;0,13;243,17;393,87
8076;14:03:06;42 10.38173 N;014 03.56977 E;58,60;120,95;7914,10;2,38;-30,59;37.356;7888,36;13,56;0,13;253,73;394,36
8078;14:03:08;42 10.37001 N;014 03.58726 E;53,40;140,17;7902,00;2,38;-30,46;37.423;7877,17;13,93;0,13;251,85;394,27
8080;14:03:10;42 10.36066 N;014 03.60202 E;51,20;121,57;7890,20;2,38;;;;;;;394,27
8082;14:03:12;42 10.35031 N;014 03.61907 E;50,70;135,71;7878,00;2,50;-30,39;37.485;7865,21;14,49;0,13;250,66;394,27
8084;14:03:14;42 10.34149 N;014 03.63385 E;49,80;123,48;7866,30;2,38;-30,29;37.548;7853,99;14,87;0,13;249,17;394,19
8086;14:03:16;42 10.33125 N;014 03.64988 E;48,10;134,70;7854,90;2,50;-30,14;37.617;7843,04;15,30;0,13;247,03;394,08
8088;14:03:18;42 10.32191 N;014 03.66528 E;53,70;128,22;7843,90;2,50;-30,10;37.671;7831,99;15,54;0,13;246,40;394,05
8090;14:03:20;42 10.31065 N;014 03.67943 E;45,50;140,57;7831,50;2,38;-29,94;37.751;7818,88;15,97;0,13;244,14;393,94
8092;14:03:22;42 10.30207 N;014 03.69362 E;51,60;123,90;7819,80;2,50;-29,90;37.807;7807,41;16,10;0,13;254,99;394,44
8094;14:03:24;42 10.29110 N;014 03.70892 E;48,10;141,15;7808,20;2,63;-29,77;37.894;7791,80;16,53;0,13;253,06;394,34
8096;14:03:26;42 10.28178 N;014 03.72191 E;48,30;127,75;7796,40;2,50;-29,69;37.938;7784,37;16,64;0,13;251,95;394,29
8098;14:03:28;42 10.27100 N;014 03.73610 E;44,50;138,80;7785,00;2,63;-29,55;38.004;7773,88;16,95;0,12;249,95;394,19
8100;14:03:30;42 10.26319 N;014 03.75016 E;49,80;120,71;7773,30;2,63;-29,53;38.067;7760,25;16,98;0,12;249,68;394,17
8102;14:03:32;42 10.25212 N;014 03.76622 E;52,00;142,69;7761,90;2,50;-29,37;38.175;7740,96;17,18;0,12;247,50;394,06
8104;14:03:34;42 10.24283 N;014 03.77713 E;36,40;127,95;7748,50;2,63;-29,30;38.217;7733,71;17,30;0,12;235,49;393,49
8106;14:03:36;42 10.23569 N;014 03.79295 E;54,80;122,58;7735,40;2,63;-29,24;38.284;7720,54;17,40;0,12;234,71;393,44
8108;14:03:38;42 10.22387 N;014 03.80836 E;50,00;145,81;7722,90;2,50;-29,06;38.354;7710,50;17,69;0,12;232,37;393,33
8110;14:03:40;42 10.21474 N;014 03.81946 E;42,00;125,10;7710,50;2,63;-29,03;38.422;7696,19;17,76;0,12;242,85;393,81
8112;14:03:42;42 10.20454 N;014 03.83456 E;53,20;139,72;7698,60;2,50;;;;;;;393,81
8114;14:03:44;42 10.19462 N;014 03.84571 E;36,50;132,17;7686,40;2,63;-28,85;38.513;7681,49;18,02;0,12;240,44;393,81
8116;14:03:46;42 10.18654 N;014 03.86071 E;54,90;128,64;7674,70;2,50;-28,81;38.560;7672,24;18,04;0,12;239,93;393,78
8118;14:03:48;42 10.17482 N;014 03.87440 E;43,80;144,09;7662,80;2,63;-28,69;38.656;7654,59;18,25;0,12;238,32;393,70
8120;14:03:50;42 10.16665 N;014 03.88692 E;47,20;124,09;7651,10;2,50;-28,61;38.697;7647,96;18,28;0,12;237,30;393,65
