 Secondi;UTC;Lan;Lon;SOP;COG;Alt1;Int_temp;Ext_temp;Ext_press;Alt2;Ext_um;O3;CO2_raw;CO2_el2
1282;12:09:52;42 39.87575 N;012 39.28571 E;41,60;86,35;6835,60;29,13;-12,38;43.558;7080,85;9,24;0,04;188,12;401,38
1284;12:09:54;42 39.87592 N;012 39.29985 E;29,00;94,22;6842,80;29,13;-12,35;43.513;7090,95;9,25;0,04;187,81;401,35
1286;12:09:56;42 39.87302 N;012 39.31131 E;34,00;114,16;6850,90;29,13;-12,30;43.465;7102,23;9,33;0,04;187,26;401,32
1288;12:09:58;42 39.86940 N;012 39.32757 E;46,40;100,35;6859,60;29,13;-12,36;43.411;7111,76;9,39;0,04;187,84;401,34
1290;12:10:00;42 39.86842 N;012 39.34458 E;36,50;90,08;6867,70;28,88;-12,47;43.365;7118,29;9,51;0,04;188,90;401,39
1292;12:10:02;42 39.86820 N;012 39.35622 E;25,40;99,43;6875,80;28,88;-12,51;43.319;7126,73;9,58;0,04;189,28;401,40
1294;12:10:04;42 39.86454 N;012 39.36938 E;42,90;112,25;6884,30;29,00;-12,53;43.267;7136,98;9,73;0,04;189,41;401,40
1296;12:10:06;42 39.86105 N;012 39.38607 E;39,90;98,49;6892,90;28,88;;;;;;;401,40
1298;12:10:08;42 39.86108 N;012 39.39995 E;32,70;92,32;6902,00;28,88;-12,58;43.214;7146,62;9,79;0,04;189,89;401,40
1300;12:10:10;42 39.85820 N;012 39.41518 E;44,00;111,39;6909,60;28,75;-12,59;43.165;7156,55;9,92;0,04;189,93;401,39
1302;12:10:12;42 39.85201 N;012 39.43138 E;42,10;118,56;6917,50;28,88;-12,60;43.112;7167,31;10,02;0,04;189,98;401,39
1304;12:10:14;42 39.84870 N;012 39.44411 E;27,30;94,81;6926,70;28,88;-12,66;43.056;7177,35;10,12;0,04;190,55;401,41
1306;12:10:16;42 39.84869 N;012 39.45593 E;35,00;90,88;6936,30;28,75;-12,66;43.006;7187,80;10,16;0,04;190,53;401,40
1308;12:10:18;42 39.84600 N;012 39.47329 E;49,70;109,16;6945,20;28,88;-12,64;42.947;7200,69;10,20;0,04;190,30;401,38
1310;12:10:20;42 39.84056 N;012 39.49162 E;45,30;112,04;6953,30;28,88;-12,68;42.891;7211,33;10,19;0,04;197,97;401,73
1312;12:10:22;42 39.83822 N;012 39.50832 E;39,30;91,22;6962,40;29,00;-12,68;42.847;7220,56;10,15;0,04;190,74;401,39
1314;12:10:24;42 39.83891 N;012 39.52243 E;31,60;86,58;6973,10;28,75;-12,67;42.793;7232,19;9,98;0,04;190,73;401,38
1316;12:10:26;42 39.83838 N;012 39.53377 E;25,30;102,20;6981,70;28,75;-12,69;42.733;7244,26;9,94;0,04;190,95;401,38
1318;12:10:28;42 39.83604 N;012 39.54338 E;27,60;113,77;6991,40;28,63;-12,76;42.680;7253,49;9,87;0,04;191,71;401,41
1320;12:10:30;42 39.83110 N;012 39.55588 E;41,50;120,52;7002,30;28,75;-12,85;42.639;7259,63;9,75;0,04;192,72;401,45
1322;12:10:32;42 39.82515 N;012 39.57171 E;44,40;113,73;7014,70;28,63;-12,78;42.576;7274,89;9,66;0,04;192,03;401,42
1324;12:10:34;42 39.82082 N;012 39.58919 E;46,00;103,02;7025,60;28,75;-12,81;42.509;7288,24;9,55;0,04;192,40;401,43
1326;12:10:36;42 39.81941 N;012 39.60574 E;34,70;92,68;7035,20;28,75;-12,81;42.458;7299,06;9,35;0,04;192,51;401,42
1328;12:10:38;42 39.81848 N;012 39.61703 E;23,70;102,22;7044,60;28,63;;;;;;;401,42
1330;12:10:40;42 39.81622 N;012 39.62572 E;23,60;116,72;7054,20;28,63;-12,82;42.390;7313,21;9,32;0,04;192,63;401,42
1332;12:10:42;42 39.81157 N;012 39.63436 E;29,30;131,07;7063,80;28,63;-12,90;42.316;7326,71;9,30;0,04;193,47;401,46
1334;12:10:44;42 39.80525 N;012 39.64300 E;28,90;135,28;7072,80;28,63;-12,97;42.239;7341,15;9,48;0,04;194,12;401,48
1336;12:10:46;42 39.80005 N;012 39.65070 E;23,20;131,35;7080,60;28,50;-12,99;42.176;7354,04;9,78;0,04;194,17;401,48
1338;12:10:48;42 39.79550 N;012 39.65832 E;27,10;130,49;7087,10;28,63;-13,02;42.124;7364,31;10,21;0,04;194,27;401,47
1340;12:10:50;42 39.78961 N;012 39.66850 E;34,20;124,19;7094,90;28,63;-13,10;42.062;7375,33;10,60;0,04;194,91;401,50
1342;12:10:52;42 39.78603 N;012 39.68111 E;33,20;100,88;7101,20;28,50;-13,17;42.009;7384,70;11,07;0,04;195,40;401,51
1344;12:10:54;42 39.78301 N;012 39.69217 E;25,90;121,47;7109,90;28,38;-13,23;41.952;7395,24;11,48;0,04;195,82;401,53
1346;12:10:56;42 39.77683 N;012 39.70087 E;32,20;133,59;7118,50;28,50;-13,25;41.904;7404,99;11,85;0,04;195,84;401,52
1348;12:10:58;42 39.77214 N;012 39.71242 E;34,40;106,98;7126,70;28,50;-13,29;41.865;7412,25;12,20;0,04;196,09;401,53
1350;12:11:00;42 39.76942 N;012 39.72487 E;28,90;115,10;7134,30;28,50;-13,25;41.823;7422,44;12,49;0,04;202,95;401,84
1352;12:11:02;42 39.76345 N;012 39.73464 E;36,40;136,27;7142,00;28,50;-13,34;41.780;7429,15;12,76;0,04;203,79;401,88
1354;12:11:04;42 39.75628 N;012 39.74884 E;44,10;115,02;7148,90;28,38;-13,41;41.725;7439,02;13,04;0,05;204,42;401,90
1356;12:11:06;42 39.75335 N;012 39.76398 E;31,90;100,17;7156,70;28,38;-13,49;41.683;7445,81;13,20;0,05;205,22;401,93
1358;12:11:08;42 39.74920 N;012 39.77436 E;31,80;135,19;7164,00;28,38;-13,53;41.629;7456,36;13,45;0,05;205,53;401,94
1360;12:11:10;42 39.74139 N;012 39.78632 E;44,10;124,91;7170,70;28,25;;;;;;;401,94
1362;12:11:12;42 39.73608 N;012 39.80265 E;43,20;106,47;7178,20;28,38;-13,49;41.586;7466,83;13,62;0,06;212,70;401,94
1364;12:11:14;42 39.73145 N;012 39.81808 E;40,50;121,45;7185,70;28,50;-13,56;41.535;7475,89;13,75;0,06;213,44;401,97
1366;12:11:16;42 39.72361 N;012 39.83086 E;40,60;130,55;7196,50;28,38;-13,50;41.488;7487,83;13,87;0,06;212,67;401,92
1368;12:11:18;42 39.71758 N;012 39.84557 E;44,30;111,42;7208,10;28,25;-13,51;41.442;7497,55;13,87;0,06;212,79;401,92
1370;12:11:20;42 39.71404 N;012 39.86359 E;47,00;101,62;7215,80;28,38;-13,56;41.407;7503,73;13,91;0,06;213,35;401,94
1372;12:11:22;42 39.71140 N;012 39.88054 E;38,50;104,36;7225,40;28,25;-13,54;41.355;7515,66;13,91;0,06;213,12;401,93
1374;12:11:24;42 39.70652 N;012 39.89278 E;33,30;131,33;7237,10;28,25;-13,49;41.317;7525,41;13,92;0,06;212,53;401,89
1376;12:11:26;42 39.69830 N;012 39.90425 E;44,00;134,19;7248,00;28,25;-13,52;41.251;7538,98;13,93;0,06;212,87;401,90
1378;12:11:28;42 39.68882 N;012 39.91905 E;50,50;129,03;7258,10;28,38;-13,65;41.184;7549,88;13,89;0,06;214,41;401,97
1380;12:11:30;42 39.67928 N;012 39.93527 E;50,70;126,73;7266,10;28,25;-13,80;41.138;7555,61;13,86;0,06;216,19;402,04
1382;12:11:32;42 39.67133 N;012 39.95205 E;47,40;116,25;7275,20;28,25;-13,95;41.075;7565,07;13,76;0,06;218,02;402,12
1384;12:11:34;42 39.66713 N;012 39.96971 E;44,00;103,87;7285,70;28,13;-14,10;41.005;7576,08;13,62;0,06;211,92;401,83
1386;12:11:36;42 39.66156 N;012 39.98529 E;43,10;126,53;7297,10;28,13;-14,31;40.940;7584,25;13,40;0,06;214,49;401,94
1388;12:11:38;42 39.65214 N;012 39.99872 E;46,10;135,55;7307,40;28,25;-14,42;40.883;7593,58;13,21;0,06;215,88;402,00
1390;12:11:40;42 39.64229 N;012 40.01339 E;50,60;128,67;7315,90;28,00;-14,54;40.836;7600,44;12,95;0,06;217,44;402,07
1392;12:11:42;42 39.63344 N;012 40.03120 E;54,70;121,01;7321,90;28,00;;;;;;;402,07
1394;12:11:44;42 39.62619 N;012 40.05095 E;52,50;112,10;7330,10;28,13;-14,62;40.785;7609,35;12,72;0,06;218,52;402,07
1396;12:11:46;42 39.62150 N;012 40.06925 E;42,90;106,35;7337,40;28,00;-14,75;40.717;7620,56;12,55;0,06;212,11;401,76
1398;12:11:48;42 39.61796 N;012 40.08478 E;40,00;109,06;7344,50;27,88;-14,81;40.643;7635,18;12,32;0,06;212,93;401,79
1400;12:11:50;42 39.61213 N;012 40.10095 E;48,80;121,44;7351,70;28,00;-14,83;40.598;7644,58;12,15;0,06;213,25;401,80
1402;12:11:52;42 39.60312 N;012 40.11886 E;55,20;122,76;7358,50;28,00;-14,76;40.554;7656,43;11,99;0,06;212,53;401,76
1404;12:11:54;42 39.59576 N;012 40.13660 E;45,10;112,73;7365,80;28,13;-14,67;40.510;7668,90;11,88;0,06;211,55;401,71
1406;12:11:56;42 39.59192 N;012 40.15272 E;42,90;107,70;7373,60;28,00;-14,58;40.469;7680,71;11,79;0,06;218,58;402,03
1408;12:11:58;42 39.58540 N;012 40.17045 E;54,30;123,19;7381,60;28,00;-14,54;40.427;7691,28;11,72;0,06;218,15;402,01
1410;12:12:00;42 39.57715 N;012 40.18812 E;46,70;118,72;7389,10;28,13;-14,50;40.387;7701,41;11,62;0,06;217,73;401,98
1412;12:12:02;42 39.57244 N;012 40.20316 E;38,10;111,62;7397,20;28,00;-14,60;40.343;7708,28;11,54;0,06;218,96;402,03
1414;12:12:04;42 39.56614 N;012 40.21887 E;50,20;124,20;7405,40;27,88;-14,71;40.297;7715,30;11,46;0,06;220,32;402,09
1416;12:12:06;42 39.55686 N;012 40.23621 E;51,20;124,16;7413,20;27,88;-14,73;40.243;7726,82;11,41;0,06;220,59;402,10
1418;12:12:08;42 39.55070 N;012 40.25175 E;38,30;110,28;7421,00;28,00;-14,72;40.198;7737,23;11,34;0,06;220,51;402,09
1420;12:12:10;42 39.54701 N;012 40.26811 E;48,30;105,82;7428,70;28,00;-14,69;40.156;7747,58;11,27;0,06;220,19;402,07
1422;12:12:12;42 39.54007 N;012 40.28828 E;57,30;122,25;7436,60;28,00;-14,82;40.112;7753,58;11,15;0,06;221,82;402,14
1424;12:12:14;42 39.53055 N;012 40.30423 E;43,50;131,98;7443,30;27,75;;;;;;;402,14
1426;12:12:16;42 39.52429 N;012 40.31742 E;38,50;113,84;7450,90;27,88;-14,79;40.066;7764,86;11,03;0,06;221,53;402,14
1428;12:12:18;42 39.51859 N;012 40.33443 E;51,80;117,18;7457,40;27,88;-14,72;40.019;7777,58;10,91;0,06;220,76;402,09
1430;12:12:20;42 39.50939 N;012 40.35303 E;53,30;125,24;7465,50;27,88;-14,85;39.976;7783,38;10,78;0,06;214,24;401,78
1432;12:12:22;42 39.50232 N;012 40.36824 E;37,50;116,24;7472,80;28,00;-14,88;39.927;7793,57;10,66;0,06;214,66;401,79
1434;12:12:24;42 39.49791 N;012 40.38406 E;45,80;109,78;7480,50;27,88;-14,91;39.884;7802,41;10,55;0,06;215,07;401,81
1436;12:12:26;42 39.49068 N;012 40.40378 E;59,90;122,82;7487,80;27,88;-14,95;39.841;7810,95;10,49;0,06;215,57;401,82
1438;12:12:28;42 39.48091 N;012 40.42118 E;47,10;131,44;7495,20;27,75;-14,95;39.804;7819,36;10,41;0,06;215,62;401,82
1440;12:12:30;42 39.47437 N;012 40.43464 E;38,30;115,17;7502,90;27,75;-15,07;39.758;7826,18;10,37;0,06;225,31;402,27
1442;12:12:32;42 39.46935 N;012 40.45238 E;54,40;111,54;7510,60;27,88;-15,09;39.714;7835,59;10,34;0,06;225,57;402,28
1444;12:12:34;42 39.46115 N;012 40.47196 E;55,00;126,73;7518,00;27,88;-15,17;39.663;7844,78;10,35;0,06;218,24;401,93
1446;12:12:36;42 39.45194 N;012 40.48632 E;40,20;129,94;7525,20;27,75;-15,26;39.613;7853,44;10,33;0,06;227,67;402,36
1448;12:12:38;42 39.44663 N;012 40.50107 E;45,10;107,03;7533,10;27,75;-15,24;39.573;7863,19;10,33;0,07;227,42;402,34
1450;12:12:40;42 39.44098 N;012 40.52150 E;58,40;114,08;7540,80;27,75;-15,27;39.530;7872,11;10,32;0,07;227,80;402,36
1452;12:12:42;42 39.43260 N;012 40.54013 E;47,80;125,87;7548,40;27,75;-15,28;39.480;7883,26;10,30;0,07;219,58;401,96
1454;12:12:44;42 39.42649 N;012 40.55388 E;36,70;115,32;7554,90;27,75;-15,36;39.431;7892,05;10,29;0,07;228,93;402,40
1456;12:12:46;42 39.42221 N;012 40.57096 E;52,40;107,66;7562,50;27,63;;;;;;;402,40
1458;12:12:48;42 39.41504 N;012 40.59113 E;55,00;121,89;7569,70;27,75;-15,42;39.392;7899,16;10,26;0,07;229,69;402,40
1460;12:12:50;42 39.40617 N;012 40.60617 E;41,80;129,70;7577,30;27,50;-15,33;39.349;7911,81;10,22;0,07;228,60;402,34
1462;12:12:52;42 39.39946 N;012 40.62159 E;48,80;114,31;7584,50;27,75;-15,39;39.305;7920,09;10,19;0,07;229,36;402,37
1464;12:12:54;42 39.39318 N;012 40.64272 E;58,30;111,94;7592,20;27,63;-15,41;39.264;7928,92;10,19;0,07;229,61;402,37
1466;12:12:56;42 39.38614 N;012 40.66126 E;43,80;120,90;7599,80;27,50;-15,45;39.222;7937,38;10,21;0,07;230,09;402,39
1468;12:12:58;42 39.37974 N;012 40.67516 E;41,30;121,30;7607,30;27,50;-15,45;39.181;7946,85;10,19;0,07;230,11;402,39
1470;12:13:00;42 39.37250 N;012 40.69373 E;59,30;115,84;7615,10;27,63;-15,48;39.136;7956,33;10,20;0,07;230,48;402,40
1472;12:13:02;42 39.36502 N;012 40.71352 E;48,20;119,75;7623,40;27,50;-15,47;39.099;7965,21;10,15;0,07;230,38;402,39
1474;12:13:04;42 39.35929 N;012 40.72764 E;36,10;115,54;7631,60;27,50;-15,59;39.049;7973,09;10,12;0,07;231,90;402,45
1476;12:13:06;42 39.35460 N;012 40.74416 E;50,40;108,63;7639,40;27,50;-15,57;39.010;7982,76;10,09;0,07;231,67;402,43
1478;12:13:08;42 39.34718 N;012 40.76541 E;59,40;119,66;7646,50;27,38;-15,55;38.961;7994,76;10,01;0,07;231,46;402,42
1480;12:13:10;42 39.33833 N;012 40.78207 E;43,20;127,09;7654,20;27,50;-15,59;38.908;8005,85;9,91;0,07;232,03;402,44
1482;12:13:12;42 39.33238 N;012 40.79782 E;47,00;108,28;7661,90;27,50;-15,56;38.866;8016,58;9,85;0,07;231,69;402,42
1484;12:13:14;42 39.32689 N;012 40.81885 E;56,90;112,51;7670,80;27,38;-15,70;38.819;8023,19;9,78;0,07;233,49;402,49
1486;12:13:16;42 39.31858 N;012 40.83701 E;46,40;129,41;7680,70;27,38;-15,75;38.771;8032,84;9,76;0,08;234,13;402,52
1488;12:13:18;42 39.31207 N;012 40.85163 E;41,00;110,44;7689,00;27,50;;;;;;;402,52
1490;12:13:20;42 39.30861 N;012 40.87016 E;50,10;103,18;7696,60;27,38;-15,77;38.736;8040,40;9,69;0,09;234,43;402,52
1492;12:13:22;42 39.30246 N;012 40.88828 E;48,30;123,58;7704,50;27,38;-15,73;38.689;8052,66;9,73;0,10;233,90;402,49
1494;12:13:24;42 39.29370 N;012 40.90420 E;49,70;123,84;7712,00;27,25;-15,82;38.640;8061,33;9,71;0,11;235,06;402,54
1496;12:13:26;42 39.28691 N;012 40.92419 E;57,50;108,76;7720,20;27,38;-15,95;38.589;8069,23;9,71;0,11;236,72;402,61
1498;12:13:28;42 39.28052 N;012 40.94517 E;54,00;117,34;7728,10;27,38;-15,99;38.540;8079,49;9,68;0,11;237,25;402,63
1500;12:13:30;42 39.27180 N;012 40.96153 E;45,20;130,57;7736,30;27,50;-16,01;38.494;8089,69;9,70;0,11;237,50;402,63
1502;12:13:32;42 39.26380 N;012 40.97619 E;42,10;121,33;7743,60;27,38;-16,11;38.447;8097,61;9,69;0,11;238,79;402,69
1504;12:13:34;42 39.25877 N;012 40.99221 E;45,00;107,95;7750,90;27,25;-16,10;38.407;8107,36;9,69;0,11;238,66;402,68
1506;12:13:36;42 39.25350 N;012 41.01070 E;52,10;112,50;7759,80;27,25;-16,15;38.362;8116,42;9,73;0,11;239,29;402,70
1508;12:13:38;42 39.24680 N;012 41.03197 E;60,00;113,71;7767,20;27,38;-16,26;38.317;8123,58;9,69;0,11;240,74;402,76
1510;12:13:40;42 39.23995 N;012 41.05374 E;57,00;113,28;7775,20;27,13;-16,42;38.265;8130,83;9,69;0,11;242,83;402,85
1512;12:13:42;42 39.23256 N;012 41.07457 E;58,50;118,47;7781,80;27,25;-16,49;38.230;8136,90;9,73;0,11;243,73;402,89
1514;12:13:44;42 39.22366 N;012 41.09399 E;53,50;123,84;7789,90;27,13;-16,45;38.185;8148,85;9,73;0,11;243,21;402,86
1516;12:13:46;42 39.21611 N;012 41.11007 E;41,90;118,27;7797,30;27,25;-16,51;38.138;8158,10;9,75;0,11;243,98;402,89
1518;12:13:48;42 39.21080 N;012 41.12678 E;49,50;110,19;7806,00;27,25;-16,58;38.099;8165,15;9,75;0,11;244,91;402,93
1520;12:13:50;42 39.20485 N;012 41.14857 E;62,40;114,40;7813,90;27,38;;;;;;;402,93
1522;12:13:52;42 39.19586 N;012 41.16961 E;57,90;125,98;7820,80;27,13;-16,59;38.057;8174,83;9,82;0,11;245,00;402,93
1524;12:13:54;42 39.18589 N;012 41.18595 E;48,50;127,91;7828,70;27,25;-16,57;38.018;8184,76;9,83;0,11;244,73;402,91
1526;12:13:56;42 39.17936 N;012 41.20360 E;50,90;107,95;7836,30;27,13;-16,64;37.978;8192,07;9,82;0,11;245,66;402,95
1528;12:13:58;42 39.17520 N;012 41.22554 E;54,50;105,40;7844,00;27,00;-16,68;37.934;8201,30;9,84;0,11;246,18;402,96
1530;12:14:00;42 39.16903 N;012 41.24366 E;44,80;123,92;7851,80;27,25;-16,74;37.887;8210,63;9,85;0,11;246,98;403,00
1532;12:14:02;42 39.16118 N;012 41.25755 E;41,60;126,75;7859,80;26,88;-16,86;37.845;8216,83;9,84;0,11;248,59;403,07
1534;12:14:04;42 39.15484 N;012 41.27574 E;56,00;110,41;7867,40;27,13;-16,86;37.805;8226,42;9,86;0,11;248,58;403,06
1536;12:14:06;42 39.14749 N;012 41.29658 E;55,80;122,05;7874,30;26,88;-16,93;37.760;8234,98;9,86;0,11;249,52;403,10
1538;12:14:08;42 39.13825 N;012 41.31296 E;48,60;128,18;7882,50;26,88;-17,12;37.715;8239,67;9,88;0,11;252,09;403,21
1540;12:14:10;42 39.13058 N;012 41.33135 E;56,30;113,15;7890,20;27,13;-17,18;37.673;8247,84;9,88;0,11;252,91;403,24
1542;12:14:12;42 39.12386 N;012 41.35357 E;58,80;114,37;7898,30;26,88;-17,21;37.633;8256,50;9,87;0,11;253,33;403,26
1544;12:14:14;42 39.11570 N;012 41.37178 E;47,30;126,09;7906,10;27,00;-17,28;37.596;8263,15;9,84;0,11;254,30;403,30
1546;12:14:16;42 39.10897 N;012 41.38687 E;43,50;112,88;7914,10;27,00;-17,29;37.553;8273,20;9,84;0,11;254,44;403,30
1548;12:14:18;42 39.10393 N;012 41.40691 E;59,60;109,21;7922,60;26,88;-17,42;37.505;8280,59;9,82;0,11;256,25;403,38
1550;12:14:20;42 39.09531 N;012 41.42967 E;63,80;124,07;7930,10;26,88;-17,49;37.457;8289,92;9,83;0,12;257,21;403,42
1552;12:14:22;42 39.08551 N;012 41.44764 E;49,00;124,82;7939,20;26,88;;;;;;;403,42
1554;12:14:24;42 39.07960 N;012 41.46603 E;53,30;107,02;7946,40;27,00;-17,44;37.415;8301,71;9,85;0,12;256,51;403,42
1556;12:14:26;42 39.07327 N;012 41.48886 E;62,40;115,56;7954,50;27,00;-17,47;37.370;8311,65;9,81;0,12;256,95;403,43
1558;12:14:28;42 39.06384 N;012 41.50804 E;50,80;128,00;7962,30;27,13;-17,54;37.318;8321,99;9,84;0,12;257,91;403,47
1560;12:14:30;42 39.05655 N;012 41.52431 E;48,00;114,57;7969,70;26,88;-17,64;37.275;8329,18;9,82;0,12;249,81;403,08
1562;12:14:32;42 39.05086 N;012 41.54576 E;61,10;109,88;7976,70;26,75;-17,64;37.229;8340,38;9,79;0,12;249,83;403,08
1564;12:14:34;42 39.04496 N;012 41.56909 E;57,00;109,11;7983,30;26,75;-17,62;37.184;8352,00;9,74;0,12;249,59;403,06
1566;12:14:36;42 39.03947 N;012 41.58791 E;45,00;115,20;7991,80;26,75;-17,64;37.138;8362,57;9,84;0,12;259,31;403,51
1568;12:14:38;42 39.03215 N;012 41.60378 E;49,80;125,55;7999,70;26,88;-17,59;37.098;8373,99;9,81;0,12;249,15;403,03
1570;12:14:40;42 39.02374 N;012 41.62285 E;58,70;115,68;8007,90;26,88;-17,61;37.057;8383,36;9,77;0,12;249,44;403,04
1572;12:14:42;42 39.01715 N;012 41.64644 E;63,00;109,02;8015,00;26,75;-17,58;37.011;8395,62;9,81;0,12;249,01;403,01
1574;12:14:44;42 39.01051 N;012 41.66735 E;52,10;118,89;8022,00;26,75;-17,59;36.974;8404,37;9,80;0,12;249,15;403,01
1576;12:14:46;42 39.00112 N;012 41.68572 E;59,60;126,83;8029,20;26,88;-17,61;36.926;8415,51;9,81;0,12;249,41;403,02
1578;12:14:48;42 38.99161 N;012 41.70710 E;62,60;114,45;8036,70;26,63;-17,63;36.884;8425,18;9,79;0,12;249,69;403,03
1580;12:14:50;42 38.98576 N;012 41.72961 E;55,40;108,01;8044,30;26,63;-17,60;36.838;8437,52;9,80;0,12;249,29;403,00
1582;12:14:52;42 38.97938 N;012 41.74734 E;47,10;125,82;8052,00;26,63;-17,64;36.794;8447,05;9,74;0,12;259,36;403,47
1584;12:14:54;42 38.97101 N;012 41.76411 E;53,20;118,78;8060,60;26,63;;;;;;;403,47
1586;12:14:56;42 38.96518 N;012 41.78571 E;58,50;104,54;8070,30;26,75;-17,72;36.754;8454,29;9,76;0,12;260,48;403,47
1588;12:14:58;42 38.96067 N;012 41.80571 E;45,20;112,91;8080,60;26,75;-17,87;36.715;8458,96;9,72;0,12;252,99;403,11
1590;12:15:00;42 38.95307 N;012 41.82017 E;47,30;132,19;8090,70;26,63;-17,85;36.677;8469,03;9,76;0,12;262,31;403,54
1592;12:15:02;42 38.94282 N;012 41.83716 E;57,90;125,10;8103,30;26,50;-18,00;36.634;8474,71;9,81;0,12;264,41;403,64
1594;12:15:04;42 38.93336 N;012 41.85584 E;52,30;125,13;8116,10;26,75;-18,12;36.591;8481,38;9,84;0,12;256,36;403,25
1596;12:15:06;42 38.92616 N;012 41.87048 E;37,10;117,96;8127,30;26,75;-18,18;36.540;8492,05;9,88;0,12;266,95;403,74
1598;12:15:08;42 38.92216 N;012 41.88613 E;47,30;103,67;8140,90;26,63;-18,24;36.478;8505,47;9,86;0,12;258,02;403,32
1600;12:15:10;42 38.91893 N;012 41.90778 E;58,90;101,04;8153,20;26,50;-18,34;36.428;8514,58;9,81;0,12;259,44;403,38
1602;12:15:12;42 38.91595 N;012 41.93188 E;59,70;98,63;8162,30;26,50;-18,41;36.359;8529,45;9,66;0,12;260,52;403,42
1604;12:15:14;42 38.91359 N;012 41.95463 E;54,90;98,77;8171,50;26,63;-18,51;36.296;8541,85;9,53;0,13;262,01;403,49
1606;12:15:16;42 38.90932 N;012 41.97673 E;58,90;109,93;8182,70;26,50;-18,72;36.230;8551,32;9,33;0,13;265,13;403,63
1608;12:15:18;42 38.90211 N;012 42.00013 E;63,70;111,61;8195,90;26,50;-18,91;36.152;8564,48;9,13;0,13;258,05;403,29
1610;12:15:20;42 38.89777 N;012 42.02280 E;51,90;97,39;8208,80;26,50;-19,06;36.089;8575,24;9,00;0,13;260,22;403,39
1612;12:15:22;42 38.89710 N;012 42.04052 E;38,30;91,82;8217,40;26,63;-19,21;36.049;8580,23;8,90;0,13;262,39;403,48
1614;12:15:24;42 38.89575 N;012 42.05568 E;39,70;100,30;8224,50;26,50;-19,26;35.994;8592,38;8,83;0,13;263,15;403,51
1616;12:15:26;42 38.89251 N;012 42.07414 E;53,90;105,25;8231,80;26,63;;;;;;;403,51
1618;12:15:28;42 38.88699 N;012 42.09692 E;59,90;109,92;8239,10;26,50;-19,31;35.933;8606,07;8,61;0,13;263,99;403,51
1620;12:15:30;42 38.88115 N;012 42.11563 E;41,50;116,39;8246,00;26,50;-19,46;35.860;8619,41;8,30;0,13;266,33;403,62
1622;12:15:32;42 38.87625 N;012 42.13027 E;42,00;109,85;8253,00;26,38;-19,54;35.796;8632,89;7,96;0,13;267,69;403,68
1624;12:15:34;42 38.87225 N;012 42.15025 E;57,90;103,11;8260,20;26,38;-19,64;35.767;8636,83;7,52;0,13;259,31;403,28
1626;12:15:36;42 38.86669 N;012 42.17248 E;55,20;113,60;8266,80;26,38;-19,63;35.728;8647,06;7,01;0,13;259,49;403,28
1628;12:15:38;42 38.85976 N;012 42.18882 E;40,50;120,44;8274,60;26,38;-19,72;35.688;8654,14;6,53;0,13;261,04;403,35
1630;12:15:40;42 38.85542 N;012 42.20487 E;44,50;100,63;8282,20;26,38;-19,70;35.653;8663,72;6,04;0,13;261,06;403,34
1632;12:15:42;42 38.85267 N;012 42.22480 E;52,10;105,08;8289,80;26,38;-19,78;35.619;8669,64;5,54;0,13;262,49;403,40
1634;12:15:44;42 38.84572 N;012 42.24372 E;50,80;123,81;8298,30;26,38;-19,86;35.575;8678,10;5,10;0,13;263,89;403,46
1636;12:15:46;42 38.83976 N;012 42.26109 E;45,50;104,44;8307,70;26,38;-19,97;35.541;8683,00;4,69;0,13;265,71;403,54
1638;12:15:48;42 38.83728 N;012 42.28114 E;54,40;101,37;8315,50;26,38;-19,97;35.496;8694,48;4,38;0,13;265,90;403,55
1640;12:15:50;42 38.83160 N;012 42.30290 E;55,70;115,49;8322,60;26,38;-19,96;35.453;8705,82;4,07;0,13;265,95;403,54
1642;12:15:52;42 38.82557 N;012 42.32096 E;43,90;111,04;8329,10;26,25;-20,04;35.414;8713,05;3,77;0,13;267,28;403,60
1644;12:15:54;42 38.82239 N;012 42.33717 E;41,40;103,35;8336,20;26,25;-20,13;35.364;8722,76;3,51;0,15;268,73;403,66
1646;12:15:56;42 38.81807 N;012 42.35380 E;45,90;115,81;8343,20;26,25;-20,21;35.317;8732,05;3,26;0,15;270,04;403,72
1648;12:15:58;42 38.81067 N;012 42.37141 E;53,70;119,07;8350,80;26,25;;;;;;;403,72
1650;12:16:00;42 38.80321 N;012 42.39296 E;61,30;112,38;8357,90;26,25;-20,21;35.273;8743,36;3,05;0,15;270,17;403,72
1652;12:16:02;42 38.79630 N;012 42.41437 E;52,20;114,64;8364,50;26,25;-20,14;35.243;8753,49;2,84;0,17;269,29;403,67
1654;12:16:04;42 38.79027 N;012 42.43032 E;39,70;118,65;8371,70;26,13;-20,01;35.203;8768,30;2,63;0,17;267,56;403,58
1656;12:16:06;42 38.78368 N;012 42.44630 E;50,50;120,48;8378,50;26,13;-19,93;35.169;8779,84;2,43;0,18;266,55;403,53
1658;12:16:08;42 38.77506 N;012 42.46618 E;59,10;119,91;8385,80;26,13;-19,84;35.123;8794,86;2,24;0,19;265,38;403,47
1660;12:16:10;42 38.76746 N;012 42.48788 E;59,20;110,33;8392,40;26,00;-19,81;35.088;8804,96;1,99;0,19;265,11;403,45
1662;12:16:12;42 38.76209 N;012 42.50975 E;54,10;107,79;8400,10;26,00;-19,73;35.054;8816,56;1,83;0,20;264,08;403,40
